chrom	start	end	name	score	strand	splice_site	acceptors_skipped	exons_skipped	donors_skipped	anchor	known_donor	known_acceptor	known_junction	gene_names	gene_ids	transcripts
AY849321.1	8713	14183	JUNC00000794	1	+	CC-CT	5	0	0	N	0	0	0	NA	NA	NA
AY849321.1	8987	12466	JUNC00000795	84	+	GT-AG	3	0	0	A	0	1	0	MLP	XLOC_000002	pX:Hexon
AY849321.1	9024	9131	JUNC00000796	31	+	GA-AT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	9032	16619	JUNC00000797	4603	-	GT-AG	1	1	1	N	0	0	0	NA	NA	NA
AY849321.1	9154	9207	JUNC00000798	21	+	CT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	9473	19703	JUNC00000803	2	+	GA-AT	5	4	2	N	0	0	0	NA	NA	NA
AY849321.1	9590	22074	JUNC00000805	3	+	GA-TC	7	5	3	N	0	0	0	NA	NA	NA
AY849321.1	9612	16378	JUNC00000806	10	+	TA-TT	4	0	0	N	0	0	0	NA	NA	NA
AY849321.1	9679	11457	JUNC00000807	17	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	9716	16755	JUNC00000808	16	+	AA-AT	4	0	0	N	0	0	0	NA	NA	NA
AY849321.1	9833	10281	JUNC00000809	6	+	TT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	9826	15404	JUNC00000811	1	+	GA-AT	4	0	0	N	0	0	0	NA	NA	NA
AY849321.1	9908	25351	JUNC00000812	3	+	GT-AG	8	5	3	N	0	0	0	NA	NA	NA
AY849321.1	9929	10292	JUNC00000813	1	+	AT-GG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	9966	16379	JUNC00000815	2	+	AG-TT	4	0	0	N	0	0	0	NA	NA	NA
AY849321.1	9891	20679	JUNC00000816	362	+	GT-AG	7	5	3	N	0	0	0	NA	NA	NA
AY849321.1	9957	16723	JUNC00000817	7	+	CA-TT	4	0	0	N	0	0	0	NA	NA	NA
AY849321.1	10050	14671	JUNC00000818	2	+	GA-GT	4	0	0	N	0	0	0	NA	NA	NA
AY849321.1	9973	10222	JUNC00000819	2	-	GC-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	10019	10070	JUNC00000820	2	+	AA-CC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	10112	21496	JUNC00000821	1	-	GT-AG	3	2	4	N	0	0	0	NA	NA	NA
AY849321.1	10341	16653	JUNC00000822	4	+	CT-TT	4	0	0	N	0	0	0	NA	NA	NA
AY849321.1	10386	11067	JUNC00000823	4	-	GT-AG	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	10739	12472	JUNC00000824	2	?	CA-CG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	10791	11728	JUNC00000825	27	-	GT-AG	1	1	1	N	0	0	0	NA	NA	NA
AY849321.1	10739	12472	JUNC00000826	3	+	CA-CG	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	10953	21086	JUNC00000827	3	+	GA-CT	7	5	3	N	0	0	0	NA	NA	NA
AY849321.1	10966	15664	JUNC00000828	3	+	TA-GG	4	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11079	18159	JUNC00000829	1216	-	GT-AG	0	0	1	DA	1	1	1	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	11041	12763	JUNC00000517	2	+	GG-AT	2	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11085	15103	JUNC00000582	12	+	AA-AG	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11092	12993	JUNC00000625	9	+	AA-TT	2	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11092	15002	JUNC00000626	3	+	AA-AT	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11079	17840	JUNC00000785	6	+	CT-AC	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11079	18159	JUNC00000144	290	+	CT-AC	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11079	17840	JUNC00000833	162	-	GT-AG	0	0	1	A	0	1	0	E2	XLOC_000003	ptp_pol1,ptp_pol2
AY849321.1	11058	11308	JUNC00000834	3	+	TA-TT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11062	16827	JUNC00000536	6	+	TT-TA	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11042	16357	JUNC00000835	3	+	GA-AT	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11173	16082	JUNC00000848	1	+	TA-TA	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11274	16072	JUNC00000849	9	+	TA-GA	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11225	11451	JUNC00000850	1	+	AT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11281	15356	JUNC00000851	5	+	AT-TT	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11265	11543	JUNC00000852	18	+	AT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11312	15887	JUNC00000854	2	+	TC-GG	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11273	15906	JUNC00000855	1	+	TT-GT	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11354	20830	JUNC00000856	1	+	CC-AG	6	5	3	N	0	0	0	NA	NA	NA
AY849321.1	11413	16114	JUNC00000857	1	+	TA-AA	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11458	15340	JUNC00000858	60	+	TG-GC	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11403	13984	JUNC00000859	2	+	TA-GC	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11502	11617	JUNC00000860	22	+	TT-TA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11535	15897	JUNC00000861	7	+	CA-GG	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11559	12238	JUNC00000862	386	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	33K:E3,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII,pVII:protease,pVII:protease_2,pX:Hexon
AY849321.1	11512	15770	JUNC00000863	1	+	CA-TT	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11501	11616	JUNC00000864	1	+	TT-CT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11511	12890	JUNC00000866	1	+	GC-GT	2	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11663	20877	JUNC00000867	47	+	CG-AT	6	5	3	N	0	0	0	NA	NA	NA
AY849321.1	11710	11841	JUNC00000869	6	+	AA-CT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11809	15180	JUNC00000870	30	+	TA-TC	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11807	16081	JUNC00000871	3	+	GT-TT	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	11795	21669	JUNC00000872	1	+	AG-AT	6	5	3	N	0	0	0	NA	NA	NA
AY849321.1	12023	12126	JUNC00000873	3	+	CA-TT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12023	12949	JUNC00000874	3	+	CA-TT	2	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12061	14341	JUNC00000875	35	+	TG-AC	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12108	15563	JUNC00000877	4	+	AA-TT	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12168	15067	JUNC00000879	2	+	TT-CC	3	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12234	12376	JUNC00000880	13	+	CA-GA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12267	12546	JUNC00000316	49	+	GG-AC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12264	12477	JUNC00000481	41	+	AT-AC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12278	15822	JUNC00000502	11	+	GT-AG	2	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12177	14897	JUNC00000882	2	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12295	12466	JUNC00000519	45	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	pX:Hexon
AY849321.1	12302	12372	JUNC00000533	43	+	GC-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12304	12457	JUNC00000538	44	+	TA-TA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12308	12466	JUNC00000532	252	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	pX:Hexon
AY849321.1	12308	12524	JUNC00000549	28	+	GT-CT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12310	12916	JUNC00000561	19	+	AT-AA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12310	13345	JUNC00000554	119	+	AT-AC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12320	12429	JUNC00000564	355	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12320	12466	JUNC00000313	10022	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	pX:Hexon
AY849321.1	12320	12484	JUNC00000588	340	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12341	12402	JUNC00000641	107	+	CA-TT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12336	12553	JUNC00000884	11	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12350	12516	JUNC00000613	126	+	AT-AA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12350	12444	JUNC00000774	3	+	AT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12353	12522	JUNC00000610	18	+	CT-TG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12361	15855	JUNC00000711	15	+	TA-AA	2	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12365	12528	JUNC00000716	147	+	CT-AA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12367	12529	JUNC00000718	164	+	CC-AC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12367	13362	JUNC00000722	80	+	CC-AA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12377	12486	JUNC00000748	100	+	GT-AC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12377	12537	JUNC00000441	73	+	GT-AC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12384	12489	JUNC00000356	1032	+	AT-TA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12287	12392	JUNC00000677	3	+	GT-GT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12320	12414	JUNC00000758	22	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12273	12473	JUNC00000756	1	+	GA-GT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12319	12467	JUNC00000572	16	+	GG-GG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12365	12531	JUNC00000723	5	+	CT-CC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12320	12904	JUNC00000595	211	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12278	12922	JUNC00000667	6	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12278	13351	JUNC00000696	8	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12320	13610	JUNC00000365	1	+	GT-AG	1	0	0	A	0	1	0	MLP	XLOC_000002	Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2,pX:Hexon
AY849321.1	12310	13742	JUNC00000562	7	+	AT-AA	2	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12370	15091	JUNC00000733	7	+	GG-GG	2	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12320	18717	JUNC00000622	62	+	GT-AG	2	1	1	A	0	1	0	E3,MLP	XLOC_000002,XLOC_000002	100K:Fib,22K:Fib,33K:E3,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2,pX:Hexon
AY849321.1	12344	22158	JUNC00000887	1	+	TA-TT	5	3	3	N	0	0	0	NA	NA	NA
AY849321.1	12389	12466	JUNC00000440	1827	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	pX:Hexon
AY849321.1	12389	12484	JUNC00000888	176	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12389	12540	JUNC00000889	232	+	GT-TA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12393	12511	JUNC00000477	47	+	TG-AC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12395	12466	JUNC00000474	268	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	pX:Hexon
AY849321.1	12320	12922	JUNC00000890	21	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12397	12515	JUNC00000485	88	+	AA-GA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12401	12498	JUNC00000436	45	+	CA-GC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12401	12558	JUNC00000437	34	+	CA-TG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12404	15088	JUNC00000895	18	+	GT-AG	2	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12406	12554	JUNC00000439	130	+	AT-CA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12407	12556	JUNC00000896	24	+	TG-AT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12409	12506	JUNC00000434	37	+	CG-CT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12406	12511	JUNC00000900	4	+	AT-AC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12410	12513	JUNC00000438	85	+	GA-TG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12320	16287	JUNC00000901	948	+	GT-AG	2	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12413	12537	JUNC00000902	22	+	AT-AC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12425	16392	JUNC00000777	64	+	TA-CT	2	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12391	12554	JUNC00000907	1	+	AT-CA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12327	12549	JUNC00000908	1	+	CT-GA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12450	15401	JUNC00000910	2	+	TA-AT	2	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12362	12527	JUNC00000911	2	+	AT-TA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12458	12803	JUNC00000912	912	+	CT-CT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12458	12522	JUNC00000913	458	+	CT-TG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12377	12544	JUNC00000914	5	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12466	22060	JUNC00000629	451	+	GT-AG	4	3	3	N	0	0	0	NA	NA	NA
AY849321.1	12484	15436	JUNC00000920	9	+	CG-CC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12450	16584	JUNC00000921	1	?	TA-TT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12408	13414	JUNC00000922	1	+	GC-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12425	15340	JUNC00000923	2	+	TA-GC	2	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12547	12994	JUNC00000575	55	+	AG-TA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12548	12857	JUNC00000576	124	+	GA-TG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12552	21397	JUNC00000924	3	+	AA-GT	4	3	3	N	0	0	0	NA	NA	NA
AY849321.1	12560	12624	JUNC00000361	4391	+	TT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12565	12653	JUNC00000578	4265	+	GT-CT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12565	13610	JUNC00000650	117	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2,pX:Hexon
AY849321.1	12565	12904	JUNC00000909	5	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12575	12869	JUNC00000676	14	+	CA-TG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12578	12696	JUNC00000925	52	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12583	12702	JUNC00000926	5	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12594	14260	JUNC00000740	17	+	TA-GC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12593	22028	JUNC00000739	28	+	AT-TG	4	3	3	N	0	0	0	NA	NA	NA
AY849321.1	12600	13349	JUNC00000605	29	+	AG-CC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12600	14606	JUNC00000744	62	+	AG-TG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12608	12860	JUNC00000363	185	+	CT-AA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12583	13610	JUNC00000731	27	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2,pX:Hexon
AY849321.1	12608	15246	JUNC00000930	90	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12617	12684	JUNC00000931	251	+	CT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12617	13363	JUNC00000919	640	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12617	12696	JUNC00000935	768	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12620	15616	JUNC00000936	4	+	CA-AC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12626	13302	JUNC00000937	5	+	CT-CT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12525	15975	JUNC00000938	1	+	AA-TG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12632	14034	JUNC00000940	6	+	CT-AT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12632	14537	JUNC00000939	4	+	CT-TA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12642	12694	JUNC00000941	13	+	AG-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12555	12664	JUNC00000942	3	+	TG-CC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12656	12848	JUNC00000943	34	+	CA-TG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12700	13318	JUNC00000944	160	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12700	15149	JUNC00000945	129	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12652	13351	JUNC00000946	8	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12700	13610	JUNC00000947	23	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2,pX:Hexon
AY849321.1	12704	13318	JUNC00000948	348	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12704	12904	JUNC00000949	166	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12704	13610	JUNC00000950	842	+	GT-AG	0	0	0	A	0	1	0	MLP	XLOC_000002	Hexon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2,pX:Hexon
AY849321.1	12700	12904	JUNC00000951	12	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12712	12804	JUNC00000952	45	+	TG-TC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12643	13351	JUNC00000955	3	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12736	16820	JUNC00000956	6	+	AA-AT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12739	13254	JUNC00000957	4801	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12729	15255	JUNC00000959	6	+	CC-GT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12751	13156	JUNC00000960	175	+	AA-TC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12755	15395	JUNC00000967	13	+	AC-TT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12758	13271	JUNC00000969	70	+	GA-CT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12767	13123	JUNC00000961	84	+	GT-TG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12655	16591	JUNC00000982	9	+	CC-GT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12767	13123	JUNC00000986	11	+	GT-TG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12762	13258	JUNC00000984	28	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12767	21652	JUNC00000983	12	+	GT-AG	4	3	3	N	0	0	0	NA	NA	NA
AY849321.1	12768	13169	JUNC00000987	44	+	TT-TC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12773	16065	JUNC00000981	6	+	TA-TT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12777	12880	JUNC00000963	36	+	GA-AT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12776	16774	JUNC00000964	6	+	TG-TG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12785	16270	JUNC00000989	31	+	AG-AA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12787	16396	JUNC00000991	24	+	GT-TT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12787	14463	JUNC00000992	141	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12696	15180	JUNC00000994	2	+	TA-TC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12801	13277	JUNC00000980	22	+	TC-TA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12770	16763	JUNC00000995	111	+	TA-CC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12808	12905	JUNC00000978	21	+	TA-GA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12815	13010	JUNC00000971	13	+	TT-GG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12824	12965	JUNC00000999	5	+	TT-GG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12823	16372	JUNC00000998	96	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12829	13301	JUNC00001000	57	+	TA-CC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12829	15001	JUNC00001001	32	+	TA-AA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12831	13286	JUNC00001002	7	+	AT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12832	16476	JUNC00000977	79	+	TA-AT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12835	13144	JUNC00001003	79	+	GC-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12838	13243	JUNC00000976	122	+	CA-TC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12838	15507	JUNC00000970	51	+	CA-TA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12844	13351	JUNC00001007	202	+	CT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12845	16778	JUNC00001009	10	+	TG-GT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12844	13351	JUNC00001010	2	?	CT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12848	13246	JUNC00001008	45	+	CA-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12777	23815	JUNC00001012	1	+	GA-AT	5	3	3	N	0	0	0	NA	NA	NA
AY849321.1	12870	13104	JUNC00001013	29	+	GC-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12883	13226	JUNC00001014	15	+	AG-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12800	13520	JUNC00001015	14	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12762	12904	JUNC00001020	1	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12900	13246	JUNC00001021	74	+	CA-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12901	13110	JUNC00001023	18	+	AG-GT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12909	13018	JUNC00000306	199	+	TT-CA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12911	13259	JUNC00000305	145	+	TC-GC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12911	13259	JUNC00001026	5	?	TC-GC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12908	13171	JUNC00000113	4	+	TT-TT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12925	15854	JUNC00001031	30	+	AC-CA	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12930	15061	JUNC00000486	45	+	TT-GT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12842	13010	JUNC00001033	2	?	TC-GG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12940	13249	JUNC00000498	56	+	AT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12943	21634	JUNC00001036	24	+	AT-AC	4	3	3	N	0	0	0	NA	NA	NA
AY849321.1	12945	13254	JUNC00001038	38	+	TT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12946	13580	JUNC00001037	17	+	TT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12947	13250	JUNC00001039	20	+	TC-GA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12949	13283	JUNC00000540	26	+	AA-CA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12953	13318	JUNC00000757	12	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12833	13337	JUNC00001042	1	+	AG-CC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12953	13747	JUNC00000522	37	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12953	16297	JUNC00001040	72	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12953	13351	JUNC00000504	185	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12957	13474	JUNC00000520	93	+	CT-TA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12957	13489	JUNC00001044	40	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12964	13153	JUNC00000499	326	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12874	13162	JUNC00001045	1	+	GA-AT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12964	13129	JUNC00000527	165	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12969	13201	JUNC00001046	19	+	CT-AT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12971	13366	JUNC00000546	56	+	GA-TA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12974	13375	JUNC00000560	41	+	CT-TC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12987	13365	JUNC00000623	57	+	AG-CT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12987	14945	JUNC00000581	37	+	AG-CT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12990	16338	JUNC00001051	8	+	TT-CT	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	12992	13198	JUNC00000589	1223	+	AA-TG	0	0	0	N	0	0	0	NA	NA	NA
