chrom	start	end	name	score	strand	splice_site	acceptors_skipped	exons_skipped	donors_skipped	anchor	known_donor	known_acceptor	known_junction	gene_names	gene_ids	transcripts
AY849321.1	16182	16268	JUNC00000169	7	+	AT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	16189	16253	JUNC00000170	7	+	GT-GG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	16488	16581	JUNC00000172	115	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	16683	22129	JUNC00000173	4	-	GT-AG	2	1	3	N	0	0	0	NA	NA	NA
AY849321.1	16768	19378	JUNC00000174	1	+	TG-AA	1	1	2	N	0	0	0	NA	NA	NA
AY849321.1	17132	17213	JUNC00000175	5	-	GC-AT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	17203	17756	JUNC00000176	11	-	GA-AT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	17223	17308	JUNC00000178	59	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	17360	17989	JUNC00000179	3	-	CA-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	17358	18030	JUNC00000180	1	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	17322	21061	JUNC00000181	1	-	GT-AG	2	1	2	N	0	0	0	NA	NA	NA
AY849321.1	17440	17495	JUNC00000182	13	-	GC-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	17840	17915	JUNC00000183	5	+	AT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	17871	18067	JUNC00000184	1	-	TT-CG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	18055	18159	JUNC00000187	14	-	GT-AG	0	0	0	D	1	0	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18061	18159	JUNC00000188	20	-	GT-AG	0	0	0	D	1	0	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18076	18159	JUNC00000189	110	-	GT-AG	0	0	0	D	1	0	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18081	18159	JUNC00000190	72	-	GT-AG	0	0	0	D	1	0	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18055	18966	JUNC00000191	5	-	GT-AG	2	1	2	N	0	0	0	NA	NA	NA
AY849321.1	18087	18163	JUNC00000193	652	-	GT-AG	0	0	1	A	0	1	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18087	18159	JUNC00000194	18825	-	GT-AG	0	0	0	DA	1	1	1	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18087	18684	JUNC00000192	121	-	GT-AG	1	1	1	NDA	1	1	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18088	18161	JUNC00000195	2	-	TG-TA	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	18087	18155	JUNC00000196	3	-	GT-AG	0	0	0	A	0	1	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18189	18684	JUNC00000021	1124	-	GT-AG	0	0	0	DA	1	1	1	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18189	18441	JUNC00000109	9	-	GT-AG	0	0	0	A	0	1	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18087	18159	JUNC00000185	1	+	CT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	18189	18684	JUNC00000111	17670	+	CT-AC	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	18189	18441	JUNC00000197	6	+	CT-AC	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	18188	18684	JUNC00000200	2	-	GT-GA	1	0	0	D	1	0	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18189	18685	JUNC00000199	9	-	GG-AG	0	0	1	A	0	1	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18350	20419	JUNC00000207	92	+	GT-AG	2	2	2	NDA	1	1	0	E3,MLP	XLOC_000002,XLOC_000002	100K:Fib,22K:Fib,33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	18350	22492	JUNC00000206	26	+	GT-AG	3	2	2	NDA	1	1	0	E3,MLP	XLOC_000002,XLOC_000002	100K:Fib,22K:Fib,33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	18350	18717	JUNC00000107	3930	+	GT-AG	0	0	0	DA	1	1	1	E3,MLP	XLOC_000002,XLOC_000002	100K:Fib,22K:Fib,33K:E3,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	18350	20162	JUNC00000105	6619	+	GT-AG	1	1	1	DA	1	1	1	E3,MLP	XLOC_000002,XLOC_000002	100K:Fib,22K:Fib,33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	18350	18613	JUNC00000209	8	+	GT-AG	0	0	0	D	1	0	0	E3,MLP	XLOC_000002,XLOC_000002	100K:Fib,22K:Fib,33K:E3,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	18350	18699	JUNC00000208	47	+	GT-AG	0	0	0	D	1	0	0	E3,MLP	XLOC_000002,XLOC_000002	100K:Fib,22K:Fib,33K:E3,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	18350	18689	JUNC00000210	30	+	GT-AG	0	0	0	D	1	0	0	E3,MLP	XLOC_000002,XLOC_000002	100K:Fib,22K:Fib,33K:E3,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	18341	18760	JUNC00000211	4	+	GT-AG	1	0	1	N	0	0	0	NA	NA	NA
AY849321.1	18341	20162	JUNC00000214	1	+	GT-AG	1	1	2	A	0	1	0	E3,MLP	XLOC_000002,XLOC_000002	22K:Fib,33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	18582	18684	JUNC00000216	22	-	GT-AG	0	0	0	D	1	0	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18632	18717	JUNC00000212	24	+	GT-AG	0	0	0	A	0	1	0	E3,MLP	XLOC_000002,XLOC_000002	100K:Fib,22K:Fib,33K:E3,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	18751	19077	JUNC00000115	481	-	GT-AG	0	0	0	A	0	1	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18751	20668	JUNC00000114	3870	-	GT-AG	0	0	0	A	0	1	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18751	21128	JUNC00000116	1124	-	GT-AG	0	0	0	A	0	1	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18751	21682	JUNC00000117	522	-	GT-AG	0	0	0	A	0	1	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18768	20419	JUNC00000095	276	+	GT-AG	1	1	1	NDA	1	1	0	E3,MLP	XLOC_000002,XLOC_000002	33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	18768	22492	JUNC00000084	101	+	GT-AG	2	1	1	DA	1	1	1	E3,MLP	XLOC_000002,XLOC_000002	33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	18768	20167	JUNC00000098	163	+	GT-AG	1	0	0	D	1	0	0	E3,MLP	XLOC_000002,XLOC_000002	33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	18768	20162	JUNC00000072	5207	+	GT-AG	0	0	0	DA	1	1	1	E3,MLP	XLOC_000002,XLOC_000002	22K:Fib,33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	18751	20635	JUNC00000201	2	-	GT-AG	0	0	0	A	0	1	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18751	20668	JUNC00000186	253	+	CT-AC	2	1	2	N	0	0	0	NA	NA	NA
AY849321.1	18751	21682	JUNC00000202	75	+	CT-AC	2	1	2	N	0	0	0	NA	NA	NA
AY849321.1	18751	20734	JUNC00000218	2	-	GT-AG	0	0	0	A	0	1	0	E2	XLOC_000003	DBP,ptp_pol1,ptp_pol2
AY849321.1	18772	20167	JUNC00000103	28	+	GT-AG	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	18768	20370	JUNC00000219	42	+	GT-AG	1	1	1	D	1	0	0	E3,MLP	XLOC_000002,XLOC_000002	33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	18816	19042	JUNC00000220	5	+	AA-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	19329	23134	JUNC00000222	2	+	GA-AT	3	1	1	N	0	0	0	NA	NA	NA
AY849321.1	19629	19708	JUNC00000223	11	+	AG-GG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	19667	19725	JUNC00000224	8	+	TT-TT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	19598	19712	JUNC00000226	1	+	TT-AT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	19673	19814	JUNC00000227	1	+	GC-CA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	20222	20419	JUNC00000213	24	+	GG-AG	0	0	1	A	0	1	0	E3,MLP	XLOC_000002,XLOC_000002	33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	20223	20419	JUNC00000083	10583	+	GT-AG	0	0	0	DA	1	1	1	E3,MLP	XLOC_000002,XLOC_000002	33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	20223	20894	JUNC00000091	1208	+	GT-AG	1	0	0	D	1	0	0	E3,MLP	XLOC_000002,XLOC_000002	33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	20223	20958	JUNC00000085	90	+	GT-AG	1	0	0	D	1	0	0	E3,MLP	XLOC_000002,XLOC_000002	33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	20223	20962	JUNC00000096	59	+	GT-AG	1	0	0	D	1	0	0	E3,MLP	XLOC_000002,XLOC_000002	33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	20223	22492	JUNC00000086	39	+	GT-AG	1	0	0	NDA	1	1	0	E3,MLP	XLOC_000002,XLOC_000002	33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	20222	20894	JUNC00000228	1	?	GG-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	20223	20389	JUNC00000229	2	+	GT-AG	0	0	0	D	1	0	0	E3,MLP	XLOC_000002,XLOC_000002	33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	20223	20590	JUNC00000215	19	+	GT-AG	1	0	0	D	1	0	0	E3,MLP	XLOC_000002,XLOC_000002	33K:E3,33K_pVIII_E3_Fib,33K_pVIII_E3_lngr_tts,33K_pVIII_E3_xtra_exon,E3_Fib_ORF7,Hexon:protease,MLP_Fib_ORF7,pVII:protease,pVII:protease_2
AY849321.1	20222	20894	JUNC00000087	4	+	GG-AG	1	0	1	N	0	0	0	NA	NA	NA
AY849321.1	20504	20662	JUNC00000106	10	+	CT-CA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	20667	20747	JUNC00000230	576	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	20976	21089	JUNC00000231	48	-	GC-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	21257	21348	JUNC00000232	47	+	AA-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	21148	21399	JUNC00000234	1	+	GA-AT	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	21678	21771	JUNC00000235	25	+	TA-AA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	21735	22264	JUNC00000204	245	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	21735	24500	JUNC00000237	3	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	21735	22264	JUNC00000217	110	+	CT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	21735	24500	JUNC00000221	1	+	CT-AC	1	0	0	N	0	0	0	NA	NA	NA
AY849321.1	22540	24500	JUNC00000239	89	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	22540	24508	JUNC00000240	83	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	22565	24508	JUNC00000241	9	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	22540	25524	JUNC00000242	2	-	GT-AG	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	22613	22860	JUNC00000092	18	+	AT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	22613	24090	JUNC00000100	9	+	AT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	22594	24017	JUNC00000245	1	+	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	22613	24001	JUNC00000246	1	+	AT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	22618	22877	JUNC00000247	7	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	22618	23355	JUNC00000248	12	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	23591	23714	JUNC00000249	6	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	23641	24500	JUNC00000250	14	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	23911	23965	JUNC00000251	2	-	AA-AA	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	24602	25221	JUNC00000253	15	-	GT-AG	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	24602	25524	JUNC00000252	118	-	GT-AG	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	24602	24700	JUNC00000254	20	-	GT-AG	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	24602	25524	JUNC00000238	48	+	CT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	24602	24700	JUNC00000243	3	+	CT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	25174	25284	JUNC00000255	2	-	GT-AG	0	0	1	N	0	0	0	NA	NA	NA
AY849321.1	25364	25524	JUNC00000256	1	+	CT-AC	0	0	0	N	0	0	0	NA	NA	NA
AY849321.1	25701	26055	JUNC00000258	602	-	GT-AG	0	0	0	DA	1	1	1	E4	XLOC_000004	ORF8
AY849321.1	25970	26055	JUNC00000260	59	-	GT-AG	0	0	0	D	1	0	0	E4	XLOC_000004	ORF8
AY849321.1	26073	26162	JUNC00000259	3	-	AC-TC	0	0	0	N	0	0	0	NA	NA	NA
