Name	Timepoint	start	end	Strand	Frequency	Total_Reads
515	JUNC_515	72hpi	12466	22060	+	1	451
516	JUNC_516	72hpi	12484	15436	+	1	9
517	JUNC_517	72hpi	12525	15975	+	1	1
518	JUNC_518	72hpi	12547	12994	+	1	55
519	JUNC_519	72hpi	12548	12857	+	1	124
520	JUNC_520	72hpi	12552	21397	+	1	3
521	JUNC_521	72hpi	12555	12664	+	1	3
522	JUNC_522	72hpi	12560	12624	+	1	4391
523	JUNC_523	72hpi	12565	12653	+	1	4265
524	JUNC_524	72hpi	12565	12904	+	1	5
525	JUNC_525	72hpi	12565	13610	+	1	117
526	JUNC_526	72hpi	12575	12869	+	1	14
527	JUNC_527	72hpi	12578	12696	-	1	52
528	JUNC_528	72hpi	12583	12702	+	1	5
529	JUNC_529	24hpi	12583	13351	+	1	2
530	JUNC_530	72hpi	12583	13610	+	1	27
531	JUNC_531	72hpi	12593	22028	+	1	28
532	JUNC_532	72hpi	12594	14260	+	1	17
533	JUNC_533	72hpi	12600	13349	+	1	29
534	JUNC_534	72hpi	12600	14606	+	1	62
535	JUNC_535	72hpi	12608	12860	+	1	185
536	JUNC_536	72hpi	12608	15246	-	1	90
537	JUNC_537	72hpi	12617	12684	+	1	251
538	JUNC_538	72hpi	12617	12696	-	1	768
539	JUNC_539	72hpi	12617	13363	-	1	640
540	JUNC_540	72hpi	12620	15616	+	1	4
541	JUNC_541	72hpi	12626	13302	+	1	5
542	JUNC_542	72hpi	12632	14034	+	1	6
543	JUNC_543	72hpi	12632	14537	+	1	4
544	JUNC_544	72hpi	12642	12694	+	1	13
545	JUNC_545	72hpi	12643	13351	+	1	3
546	JUNC_546	72hpi	12652	13351	+	1	8
547	JUNC_547	72hpi	12655	16591	+	1	9
548	JUNC_548	72hpi	12656	12848	+	1	34
549	JUNC_549	72hpi	12696	15180	+	1	2
550	JUNC_550	72hpi	12700	12904	+	1	12
551	JUNC_551	72hpi	12700	13318	+	1	160
552	JUNC_552	24hpi,72hpi	12700	13610	+	2	24
553	JUNC_553	72hpi	12700	15149	+	1	129
554	JUNC_554	72hpi	12704	12904	+	1	166
555	JUNC_555	72hpi	12704	13318	+	1	348
556	JUNC_556	72hpi	12704	13610	+	1	842
557	JUNC_557	24hpi	12707	12902	+	1	2
558	JUNC_558	72hpi	12712	12804	+	1	45
559	JUNC_559	72hpi	12729	15255	+	1	6
560	JUNC_560	72hpi	12736	16820	+	1	6
561	JUNC_561	72hpi	12739	13254	+	1	4801
562	JUNC_562	72hpi	12751	13156	+	1	175
563	JUNC_563	72hpi	12755	15395	+	1	13
564	JUNC_564	72hpi	12758	13271	+	1	70
565	JUNC_565	72hpi	12762	12904	+	1	1
566	JUNC_566	72hpi	12762	13258	+	1	28
567	JUNC_567	72hpi	12767	13123	+	2	95
568	JUNC_568	72hpi	12767	21652	+	1	12
569	JUNC_569	72hpi	12768	13169	+	1	44
570	JUNC_570	72hpi	12770	16763	+	1	111
571	JUNC_571	72hpi	12773	16065	+	1	6
572	JUNC_572	72hpi	12776	16774	+	1	6
573	JUNC_573	72hpi	12777	12880	+	1	36
574	JUNC_574	72hpi	12777	23815	+	1	1
575	JUNC_575	72hpi	12785	16270	+	1	31
576	JUNC_576	72hpi	12787	14463	+	1	141
577	JUNC_577	72hpi	12787	16396	+	1	24
578	JUNC_578	72hpi	12800	13520	-	1	14
579	JUNC_579	72hpi	12801	13277	+	1	22
580	JUNC_580	72hpi	12808	12905	+	1	21
581	JUNC_581	72hpi	12815	13010	+	1	13
582	JUNC_582	24hpi	12821	13010	+	1	2
583	JUNC_583	72hpi	12823	16372	-	1	96
584	JUNC_584	72hpi	12824	12965	+	1	5
585	JUNC_585	72hpi	12829	13301	+	1	57
586	JUNC_586	72hpi	12829	15001	+	1	32
587	JUNC_587	72hpi	12831	13286	+	1	7
588	JUNC_588	72hpi	12832	16476	+	1	79
589	JUNC_589	72hpi	12833	13337	+	1	1
590	JUNC_590	72hpi	12835	13144	+	1	79
591	JUNC_591	72hpi	12838	13243	+	1	122
592	JUNC_592	72hpi	12838	15507	+	1	51
593	JUNC_593	72hpi	12842	13010		1	2
594	JUNC_594	72hpi	12844	13351	+	2	204
595	JUNC_595	72hpi	12845	16778	+	1	10
596	JUNC_596	72hpi	12848	13246	+	1	45
597	JUNC_597	24hpi	12869	13204	+	1	2
598	JUNC_598	72hpi	12870	13104	+	1	29
599	JUNC_599	72hpi	12874	13162	+	1	1
600	JUNC_600	72hpi	12883	13226	+	1	15
601	JUNC_601	72hpi	12899	13035	+	1	1
602	JUNC_602	72hpi	12900	13246	+	1	74
603	JUNC_603	72hpi	12901	13110	+	1	18
604	JUNC_604	72hpi	12908	13171	+	1	4
605	JUNC_605	72hpi	12909	13018	+	1	199
606	JUNC_606	72hpi	12911	13259	+	2	150
607	JUNC_607	72hpi	12914	16211	+	1	1
608	JUNC_608	72hpi	12925	15854	+	1	30
609	JUNC_609	72hpi	12930	15061	+	1	45
610	JUNC_610	72hpi	12940	13249	+	1	56
611	JUNC_611	72hpi	12942	22959	+	1	3
612	JUNC_612	72hpi	12943	21634	+	1	24
613	JUNC_613	72hpi	12945	13254	+	1	38
614	JUNC_614	72hpi	12946	13580	+	1	17
615	JUNC_615	72hpi	12947	13250	+	1	20
616	JUNC_616	72hpi	12949	13283	+	1	26
617	JUNC_617	72hpi	12953	13281	+	1	6
618	JUNC_618	72hpi	12953	13318	+	1	12
619	JUNC_619	24hpi,72hpi	12953	13351	+	2	187
620	JUNC_620	72hpi	12953	13610	+	1	8
621	JUNC_621	72hpi	12953	13747	+	1	37
622	JUNC_622	72hpi	12953	16297	+	1	72
623	JUNC_623	72hpi	12953	16739	+	1	208
624	JUNC_624	72hpi	12953	16774	+	1	55
625	JUNC_625	72hpi	12955	13288	+	1	1
626	JUNC_626	72hpi	12957	13474	+	1	93
627	JUNC_627	72hpi	12957	13489	-	1	40
628	JUNC_628	72hpi	12964	13129	+	1	165
629	JUNC_629	72hpi	12964	13153	+	1	326
630	JUNC_630	72hpi	12964	13258	+	1	66
631	JUNC_631	72hpi	12969	13201	+	1	19
632	JUNC_632	72hpi	12971	13366	+	1	56
633	JUNC_633	72hpi	12974	13375	+	1	41
634	JUNC_634	72hpi	12987	13365	+	1	57
635	JUNC_635	72hpi	12987	14945	+	1	37
636	JUNC_636	24hpi,72hpi	12990	16338	+	2	10
637	JUNC_637	72hpi	12992	13198	+	1	1223
638	JUNC_638	72hpi	12993	21026	+	1	5
639	JUNC_639	72hpi	12995	13364	+	1	17
640	JUNC_640	72hpi	12997	16341	+	1	169
641	JUNC_641	72hpi	12999	13133	+	1	101
642	JUNC_642	72hpi	12999	14907	+	1	21
643	JUNC_643	72hpi	13000	13363	-	1	61
644	JUNC_644	72hpi	13004	13215	+	1	38
645	JUNC_645	72hpi	13005	13097	+	1	24
646	JUNC_646	72hpi	13008	13153	+	1	199
647	JUNC_647	72hpi	13008	13187	+	1	144
648	JUNC_648	72hpi	13008	13610	+	1	2301
649	JUNC_649	72hpi	13013	13346	+	1	2
650	JUNC_650	72hpi	13014	13184	+	1	5
651	JUNC_651	72hpi	13015	16472	+	1	8
652	JUNC_652	72hpi	13016	13160	+	1	14
653	JUNC_653	72hpi	13016	13526	+	1	2
654	JUNC_654	72hpi	13016	16370	+	1	6
655	JUNC_655	24hpi	13019	13154	+	1	2
656	JUNC_656	72hpi	13021	23886	+	1	43
657	JUNC_657	72hpi	13023	13321	+	1	11
658	JUNC_658	72hpi	13023	13665	+	1	124
659	JUNC_659	72hpi	13026	13088	-	1	74
660	JUNC_660	72hpi	13029	13129	+	1	51
661	JUNC_661	72hpi	13032	13271	+	1	31
662	JUNC_662	72hpi	13033	13085	+	1	159
663	JUNC_663	72hpi	13033	21573	+	1	6
664	JUNC_664	72hpi	13036	13147	+	1	6
665	JUNC_665	72hpi	13040	15932	+	1	136
666	JUNC_666	72hpi	13043	13641	+	1	2
667	JUNC_667	72hpi	13050	13129	+	1	30
668	JUNC_668	72hpi	13050	16356	+	1	19
669	JUNC_669	72hpi	13053	13144	+	1	150
670	JUNC_670	72hpi	13062	13207	-	1	4
671	JUNC_671	72hpi	13064	13151	+	1	48
672	JUNC_672	72hpi	13074	13155	+	1	252
673	JUNC_673	72hpi	13074	13209	+	1	4
674	JUNC_674	72hpi	13077	13363	+	1	5
675	JUNC_675	72hpi	13077	13489	+	1	5
676	JUNC_676	72hpi	13078	13171	+	1	1
677	JUNC_677	72hpi	13080	13153	+	1	384
678	JUNC_678	72hpi	13080	13720	+	1	19
679	JUNC_679	24hpi	13087	13539	+	1	2
680	JUNC_680	72hpi	13087	13638	+	1	218
681	JUNC_681	72hpi	13092	13318	+	1	1712
682	JUNC_682	72hpi	13092	16651	+	1	4
683	JUNC_683	72hpi	13093	13639	+	1	94
684	JUNC_684	72hpi	13099	13275	+	1	77
685	JUNC_685	72hpi	13108	16476	+	1	37
686	JUNC_686	72hpi	13110	13207	+	1	109
687	JUNC_687	72hpi	13111	13259	+	1	104
688	JUNC_688	72hpi	13111	13589	+	1	7
689	JUNC_689	72hpi	13114	13247	+	1	113
690	JUNC_690	72hpi	13116	15211	+	1	11
691	JUNC_691	72hpi	13128	15267	+	1	50
692	JUNC_692	72hpi	13130	13210	+	1	81
693	JUNC_693	72hpi	13134	13459	+	1	7
694	JUNC_694	72hpi	13136	13195	+	1	66
695	JUNC_695	72hpi	13140	13251	+	1	79
696	JUNC_696	72hpi	13142	14698	+	1	6
697	JUNC_697	72hpi	13151	16107	+	1	8
698	JUNC_698	72hpi	13152	13258	+	1	253
699	JUNC_699	72hpi	13152	13439	+	1	209
700	JUNC_700	72hpi	13153	13208	+	1	77
701	JUNC_701	72hpi	13159	13356	+	1	31
702	JUNC_702	72hpi	13160	13259	+	1	25
703	JUNC_703	24hpi,72hpi	13164	13489	+	2	36
704	JUNC_704	72hpi	13167	13345	-	1	242
705	JUNC_705	72hpi	13167	13489	-	1	665
706	JUNC_706	72hpi	13167	13668	+	1	74
707	JUNC_707	72hpi	13170	13228	+	1	88
708	JUNC_708	24hpi	13172	13281	+	1	2
709	JUNC_709	72hpi	13173	13491	+	1	55
710	JUNC_710	72hpi	13174	13394	+	1	230
711	JUNC_711	72hpi	13176	13455	+	1	182
712	JUNC_712	72hpi	13177	13493	+	1	96
713	JUNC_713	72hpi	13177	15048	+	1	7
714	JUNC_714	72hpi	13178	13518	+	1	6
715	JUNC_715	72hpi	13181	13515	+	1	1
716	JUNC_716	72hpi	13184	14089	+	1	3
717	JUNC_717	72hpi	13185	13418	+	1	139
718	JUNC_718	72hpi	13186	13514	+	1	2441
719	JUNC_719	72hpi	13200	13259	-	1	7
720	JUNC_720	72hpi	13200	13459	-	1	18
721	JUNC_721	72hpi	13200	13632	-	1	14
722	JUNC_722	72hpi	13202	13413	+	1	88
723	JUNC_723	72hpi	13205	13275	-	1	10
724	JUNC_724	72hpi	13205	13489	-	1	193
725	JUNC_725	72hpi	13206	13258	+	1	4
726	JUNC_726	72hpi	13207	13259	+	1	119
727	JUNC_727	72hpi	13213	13286	+	1	42
728	JUNC_728	24hpi,72hpi	13218	13386	+,-	3	54
729	JUNC_729	72hpi	13218	16599	+	1	14
730	JUNC_730	72hpi	13221	13363	+	1	2
731	JUNC_731	72hpi	13226	16639	-	1	3
732	JUNC_732	72hpi	13234	13442	+	1	78
733	JUNC_733	72hpi	13234	16185	+	1	18
734	JUNC_734	72hpi	13237	15716	+	1	5
735	JUNC_735	72hpi	13240	13346	+	1	487
736	JUNC_736	72hpi	13243	15129	+	1	72
737	JUNC_737	72hpi	13248	13342	+	1	13
738	JUNC_738	24hpi	13252	20802	+	1	1
739	JUNC_739	72hpi	13266	13325	+	1	292
740	JUNC_740	72hpi	13273	13324	+	1	293
741	JUNC_741	72hpi	13273	13407	-	1	5
742	JUNC_742	72hpi	13273	15374	-	1	4
743	JUNC_743	72hpi	13274	13676	+	1	278
744	JUNC_744	72hpi	13275	13526	+	1	4
745	JUNC_745	72hpi	13276	13991	+	2	86
746	JUNC_746	72hpi	13278	13380	+	1	27
747	JUNC_747	72hpi	13279	13535	+	2	341
748	JUNC_748	72hpi	13285	16483	+	1	20
749	JUNC_749	72hpi	13295	13351	+	1	120
750	JUNC_750	72hpi	13295	13785	+	1	2760
751	JUNC_751	72hpi	13299	13354	+	1	134
752	JUNC_752	72hpi	13308	13541	+	1	6
753	JUNC_753	72hpi	13312	16362	+	1	28
754	JUNC_754	72hpi	13316	13521	+	1	175
755	JUNC_755	72hpi	13317	13968	+	1	1565
756	JUNC_756	72hpi	13318	14037	+	1	15
757	JUNC_757	72hpi	13321	14089	+	1	25
758	JUNC_758	72hpi	13324	16640	+	1	7
759	JUNC_759	72hpi	13329	13632	-	1	65
760	JUNC_760	72hpi	13329	21751	-	1	144
761	JUNC_761	72hpi	13332	14992	+	1	98
762	JUNC_762	72hpi	13333	15057	+	1	30
763	JUNC_763	72hpi	13343	13467	+	1	448
764	JUNC_764	24hpi,72hpi	13344	13465	-	2	575
765	JUNC_765	72hpi	13344	13615	+	1	178
766	JUNC_766	72hpi	13344	14043	+	1	50
767	JUNC_767	72hpi	13350	13459	-	1	54
768	JUNC_768	72hpi	13351	14506	+	1	10
769	JUNC_769	72hpi	13352	13419	+	1	35
770	JUNC_770	72hpi	13354	13421	+	1	153
771	JUNC_771	72hpi	13354	16478	+	1	18
772	JUNC_772	72hpi	13354	16825	+	1	101
773	JUNC_773	24hpi,72hpi	13362	13489	-	2	1380
774	JUNC_774	72hpi	13363	16432	+	1	9
775	JUNC_775	72hpi	13368	13583	+	1	25
776	JUNC_776	72hpi	13374	13475	-	1	798
777	JUNC_777	72hpi	13387	21157	+	1	3
778	JUNC_778	72hpi	13389	13454	+	1	69
779	JUNC_779	72hpi	13390	13465	+	1	1
780	JUNC_780	72hpi	13395	14288	+	1	185
781	JUNC_781	72hpi	13398	13465	+	1	27
782	JUNC_782	72hpi	13402	16179	+	1	101
783	JUNC_783	72hpi	13403	13538	+	1	177
784	JUNC_784	72hpi	13415	14022	+	1	54
785	JUNC_785	72hpi	13430	13503	+	1	10
786	JUNC_786	72hpi	13438	13514	+	1	429
787	JUNC_787	72hpi	13449	13519	+	1	44
788	JUNC_788	72hpi	13449	15519	+	1	193
789	JUNC_789	72hpi	13464	13724	+	1	2
790	JUNC_790	72hpi	13465	16536	+	1	6
791	JUNC_791	72hpi	13467	13995	+	1	131
792	JUNC_792	72hpi	13468	14833	+	2	346
793	JUNC_793	72hpi	13488	13580	-	1	138
794	JUNC_794	72hpi	13488	21307	-	1	12
795	JUNC_795	72hpi	13492	16462	+	1	12
796	JUNC_796	72hpi	13499	15455	+	1	55
797	JUNC_797	72hpi	13509	13562	+	1	982
798	JUNC_798	72hpi	13510	15670	+	1	26
799	JUNC_799	72hpi	13513	14423	+	1	58
800	JUNC_800	72hpi	13515	15758	+	1	11
801	JUNC_801	72hpi	13532	16321	+	1	166
802	JUNC_802	72hpi	13548	16213	+	1	4
803	JUNC_803	72hpi	13549	15016	+	1	23
804	JUNC_804	72hpi	13549	16224	+	1	4
805	JUNC_805	72hpi	13564	15187	+	1	20
806	JUNC_806	72hpi	13573	16051	+	1	7
807	JUNC_807	72hpi	13583	16049	+	1	1
808	JUNC_808	72hpi	13585	15563	+	1	21
809	JUNC_809	72hpi	13589	16626	+	1	74
810	JUNC_810	72hpi	13590	15056	+	2	71
811	JUNC_811	72hpi	13595	15100	+	1	12
812	JUNC_812	72hpi	13606	16042	+	1	40
813	JUNC_813	72hpi	13606	16114	+	1	57
814	JUNC_814	72hpi	13612	13673	+	1	147
815	JUNC_815	72hpi	13615	15000	+	1	7
816	JUNC_816	72hpi	13616	15340	+	1	28
817	JUNC_817	72hpi	13618	15106	+	1	158
818	JUNC_818	72hpi	13622	21948	+	1	35
819	JUNC_819	72hpi	13623	14037	+	1	159
820	JUNC_820	72hpi	13626	14785	+	2	249
821	JUNC_821	72hpi	13628	16489	+	1	32
822	JUNC_822	72hpi	13629	14455	+	1	15
823	JUNC_823	72hpi	13629	15223	+	1	7
824	JUNC_824	72hpi	13636	13854	+	1	73
825	JUNC_825	72hpi	13641	14854	+	1	10
826	JUNC_826	72hpi	13641	16596	+	1	14
827	JUNC_827	72hpi	13642	15756	+	1	51
828	JUNC_828	72hpi	13643	14769	+	1	33
829	JUNC_829	72hpi	13644	13717	+	1	163
830	JUNC_830	72hpi	13651	16467	+	1	34
831	JUNC_831	72hpi	13652	21943	+	1	13
832	JUNC_832	72hpi	13655	14097	+	1	402
833	JUNC_833	72hpi	13656	14035	+	1	2
834	JUNC_834	72hpi	13657	13937	+	1	33
835	JUNC_835	72hpi	13668	14434	+	1	2
836	JUNC_836	72hpi	13670	15020	+	1	7
837	JUNC_837	72hpi	13672	16758	+	1	18
838	JUNC_838	72hpi	13674	14140	+	1	9
839	JUNC_839	72hpi	13674	16731	+	1	11
840	JUNC_840	72hpi	13674	16773	+	1	3
841	JUNC_841	72hpi	13674	16781	+	1	15
842	JUNC_842	72hpi	13675	16520	+	1	24
843	JUNC_843	72hpi	13676	13788	+	1	42
844	JUNC_844	72hpi	13676	13941	+	1	69
845	JUNC_845	72hpi	13679	16048	+	1	21
846	JUNC_846	72hpi	13680	16343	+	1	245
847	JUNC_847	72hpi	13684	14025	+	1	12
848	JUNC_848	72hpi	13688	13788	+	1	57
849	JUNC_849	72hpi	13690	16515	-	1	28
850	JUNC_850	72hpi	13693	13923	+	1	85
851	JUNC_851	72hpi	13693	14865	+	1	1
852	JUNC_852	72hpi	13695	13924	+	1	157
853	JUNC_853	72hpi	13695	14845	+	1	12
854	JUNC_854	72hpi	13702	13928	+	1	11
855	JUNC_855	72hpi	13704	21398	+	1	7
856	JUNC_856	72hpi	13707	13900	+	1	58
857	JUNC_857	72hpi	13708	13901	+	1	639
858	JUNC_858	72hpi	13708	13908	+	1	31
859	JUNC_859	72hpi	13709	13833	+	1	65
860	JUNC_860	72hpi	13709	13952	+	1	20
861	JUNC_861	72hpi	13709	13962	+	1	1
862	JUNC_862	72hpi	13709	14433	+	1	395
863	JUNC_863	72hpi	13709	14887	-	1	304
864	JUNC_864	72hpi	13710	14658	+	1	52
865	JUNC_865	72hpi	13714	15364	+	1	17
866	JUNC_866	72hpi	13715	21046	+	1	55
867	JUNC_867	72hpi	13719	13796	+	1	20
868	JUNC_868	72hpi	13720	13927	+	1	73
869	JUNC_869	72hpi	13720	14842	+	1	66
870	JUNC_870	72hpi	13720	16476	+	1	1
871	JUNC_871	72hpi	13725	16195	+	1	69
872	JUNC_872	72hpi	13727	13997	+	1	227
873	JUNC_873	72hpi	13727	16416	+	1	91
874	JUNC_874	72hpi	13727	24689	+	1	71
875	JUNC_875	24hpi	13728	14152	+	1	2
876	JUNC_876	72hpi	13730	14001	+	1	15
877	JUNC_877	72hpi	13731	16412	+	2	30
878	JUNC_878	72hpi	13732	13798	+	1	36
879	JUNC_879	72hpi	13732	13830	+	1	4
880	JUNC_880	72hpi	13733	14295	+	2	63
881	JUNC_881	72hpi	13734	13836	+	1	53
882	JUNC_882	72hpi	13734	16643	+	2	67
883	JUNC_883	72hpi	13735	14298	+	1	65
884	JUNC_884	72hpi	13738	14054	+	1	284
885	JUNC_885	72hpi	13740	14455	+	1	89
886	JUNC_886	72hpi	13743	13907	+	1	162
887	JUNC_887	72hpi	13749	14547	+	1	322
888	JUNC_888	72hpi	13751	13802	+	1	381
889	JUNC_889	72hpi	13752	13844	+	1	140
890	JUNC_890	72hpi	13753	14315	+	1	4
891	JUNC_891	72hpi	13757	14587	+	1	54
892	JUNC_892	72hpi	13758	13830	+	1	84
893	JUNC_893	72hpi	13763	14896	+	1	57
894	JUNC_894	72hpi	13767	16238	+	1	4
895	JUNC_895	72hpi	13767	16310	+	1	14
896	JUNC_896	72hpi	13772	15149	+	1	2470
897	JUNC_897	72hpi	13772	15958	+	1	603
898	JUNC_898	24hpi,72hpi	13772	16287	+	2	3483
899	JUNC_899	72hpi	13782	14545	+	2	601
900	JUNC_900	72hpi	13790	15153	-	1	1121
901	JUNC_901	72hpi	13796	13998	+	1	156
902	JUNC_902	72hpi	13796	14550	+,-	3	271
903	JUNC_903	72hpi	13797	13865	+	1	465
904	JUNC_904	72hpi	13800	16287	+	1	56
905	JUNC_905	72hpi	13804	16445	+	1	6
906	JUNC_906	72hpi	13804	20202	+	1	36
907	JUNC_907	72hpi	13805	16185	+	1	24
908	JUNC_908	72hpi	13806	15243	+	1	18
909	JUNC_909	72hpi	13807	14373	+	1	7
910	JUNC_910	72hpi	13813	16326	+	1	366
911	JUNC_911	72hpi	13813	16450	+	1	28
912	JUNC_912	72hpi	13815	14740	+	1	117
913	JUNC_913	72hpi	13816	21088	+	2	138
914	JUNC_914	72hpi	13821	14035	+	1	259
915	JUNC_915	72hpi	13821	16334	+	1	28
916	JUNC_916	72hpi	13828	13986	+	1	56
917	JUNC_917	72hpi	13828	14805	+	1	152
918	JUNC_918	72hpi	13829	14747	+	1	47
919	JUNC_919	72hpi	13831	14755	+	1	24
920	JUNC_920	72hpi	13835	13924	+	1	95
921	JUNC_921	72hpi	13835	14148	+	1	7
922	JUNC_922	72hpi	13835	14560	+	2	118
923	JUNC_923	72hpi	13835	15711	+	1	44
924	JUNC_924	24hpi	13837	14316	+	1	1
925	JUNC_925	72hpi	13838	14348	+	1	27
926	JUNC_926	72hpi	13839	14318	+	1	70
927	JUNC_927	72hpi	13841	14400	+	1	10
928	JUNC_928	72hpi	13842	14347	+	1	21
929	JUNC_929	72hpi	13842	14794	+	1	4
930	JUNC_930	72hpi	13842	15304	+	1	2
931	JUNC_931	72hpi	13843	14380	+	1	32
932	JUNC_932	72hpi	13844	14155	+	1	5
933	JUNC_933	72hpi	13848	14483	+	1	2
934	JUNC_934	72hpi	13848	14743	+	1	80
935	JUNC_935	72hpi	13850	14343	+	1	13
936	JUNC_936	72hpi	13859	14707	+	1	56
937	JUNC_937	72hpi	13861	16103	+	1	4
938	JUNC_938	72hpi	13862	14277	-	1	141
939	JUNC_939	72hpi	13869	16374	+	1	1
940	JUNC_940	72hpi	13870	15293	+	1	28
941	JUNC_941	72hpi	13880	14722	+	1	463
942	JUNC_942	72hpi	13884	15154	+	1	4
943	JUNC_943	72hpi	13885	14117	+	1	19
944	JUNC_944	72hpi	13894	14256	+	1	133
945	JUNC_945	72hpi	13894	14262	+	1	321
946	JUNC_946	72hpi	13898	22167	+	1	10
947	JUNC_947	72hpi	13899	14430	+	1	2
948	JUNC_948	72hpi	13901	16287	+	1	59
949	JUNC_949	72hpi	13901	20419	+	1	480
950	JUNC_950	72hpi	13905	14155	+	1	2
951	JUNC_951	72hpi	13906	14974	+	1	51
952	JUNC_952	72hpi	13914	14287	+	1	23
953	JUNC_953	72hpi	13918	15990	+	1	35
954	JUNC_954	72hpi	13918	16570	+	1	235
955	JUNC_955	72hpi	13921	14036	+	2	10
956	JUNC_956	72hpi	13922	16843	+	1	5
957	JUNC_957	72hpi	13923	14708	+	1	3
958	JUNC_958	72hpi	13923	21332	+	1	8
959	JUNC_959	72hpi	13929	20541	+	1	1
960	JUNC_960	72hpi	13932	13991	+	1	192
961	JUNC_961	72hpi	13937	22755	+	1	183
962	JUNC_962	72hpi	13938	14387	+	1	78
963	JUNC_963	72hpi	13940	20889	-	1	316
964	JUNC_964	72hpi	13940	21767	-	1	158
965	JUNC_965	72hpi	13944	15368	+	1	11
966	JUNC_966	72hpi	13944	16417	+	1	7
967	JUNC_967	72hpi	13945	15487	+	1	10
968	JUNC_968	72hpi	13947	14746	+	1	6
969	JUNC_969	72hpi	13951	21917	+	2	9
970	JUNC_970	72hpi	13952	14206	+	1	38
971	JUNC_971	72hpi	13952	16175	+	1	2
972	JUNC_972	72hpi	13954	15955	+	1	22
973	JUNC_973	72hpi	13959	14890	+	1	87
974	JUNC_974	72hpi	13961	15205	+	1	1793
975	JUNC_975	72hpi	13966	14563	+	1	29
976	JUNC_976	72hpi	13968	14202	+	1	38
977	JUNC_977	72hpi	13970	15205	+	1	5
978	JUNC_978	72hpi	13970	16071	+	1	241
979	JUNC_979	72hpi	13970	16587	+	1	113
980	JUNC_980	72hpi	13976	16133	-	1	4159
981	JUNC_981	72hpi	13977	14156	+	1	10
982	JUNC_982	72hpi	13978	14201	+	1	44
983	JUNC_983	72hpi	13978	15586	+	1	60
984	JUNC_984	72hpi	13982	14410	-	1	4
985	JUNC_985	72hpi	13986	14151	+	1	322
986	JUNC_986	72hpi	13989	15668	-	1	810
987	JUNC_987	72hpi	13989	20576	+	1	32
988	JUNC_988	72hpi	13990	14144	+	1	361
989	JUNC_989	72hpi	13991	20799	+	1	72
990	JUNC_990	72hpi	13992	14465	+	1	173
991	JUNC_991	72hpi	13992	16438	+	1	1
992	JUNC_992	72hpi	13993	14269	+	1	59
993	JUNC_993	72hpi	13993	14989	+	1	3
994	JUNC_994	72hpi	13995	14063	+	1	15
995	JUNC_995	72hpi	13996	15799	+	1	12
996	JUNC_996	72hpi	13997	14117	+	1	74
997	JUNC_997	72hpi	13997	14440	+	1	1
998	JUNC_998	72hpi	13998	16318	+	1	13
999	JUNC_999	72hpi	13999	16106	+	1	14
1000	JUNC_1000	72hpi	14002	14075	+	1	40
1001	JUNC_1001	72hpi	14002	14117	+	1	2
1002	JUNC_1002	72hpi	14002	16112	+	1	22
1003	JUNC_1003	72hpi	14003	14133	+	1	12
1004	JUNC_1004	72hpi	14003	14358	+	1	9
1005	JUNC_1005	72hpi	14003	14371	+	1	8
1006	JUNC_1006	72hpi	14003	14534	+	1	1
1007	JUNC_1007	72hpi	14003	15926	+	1	14
1008	JUNC_1008	72hpi	14004	14194	+	1	11
1009	JUNC_1009	72hpi	14005	14299	+	1	16
1010	JUNC_1010	72hpi	14007	14338	+	1	1
1011	JUNC_1011	72hpi	14008	14170	+	1	13
1012	JUNC_1012	72hpi	14009	19636	+	1	7
1013	JUNC_1013	72hpi	14015	14116	-	1	7
1014	JUNC_1014	72hpi	14020	15057	+	2	82
1015	JUNC_1015	72hpi	14024	14220	+	1	409
1016	JUNC_1016	72hpi	14024	14547	+	1	1978
1017	JUNC_1017	72hpi	14025	16114	+	1	50
1018	JUNC_1018	72hpi	14031	14382	+	1	1
1019	JUNC_1019	72hpi	14031	15547	+	1	9
1020	JUNC_1020	72hpi	14032	14618	+	1	8
1021	JUNC_1021	72hpi	14032	16076	+	1	2
1022	JUNC_1022	72hpi	14032	16392	+	1	24
1023	JUNC_1023	72hpi	14033	14146	+	1	39
1024	JUNC_1024	72hpi	14033	14598	+	1	19
1025	JUNC_1025	72hpi	14039	15718	-	1	18
1026	JUNC_1026	72hpi	14045	14100	+	1	157
1027	JUNC_1027	72hpi	14046	14380	+	1	4
1028	JUNC_1028	72hpi	14046	16470	+	1	6
1029	JUNC_1029	24hpi	14047	14345	+	1	4
1030	JUNC_1030	72hpi	14048	15750	+	1	29
1031	JUNC_1031	72hpi	14049	14370	+	1	2
1032	JUNC_1032	72hpi	14049	14383	+	1	42
1033	JUNC_1033	72hpi	14050	14149	+	1	31
1034	JUNC_1034	72hpi	14050	14519	+	2	4850
1035	JUNC_1035	72hpi	14052	15556	+	1	49
1036	JUNC_1036	72hpi	14053	14116	+	2	465
1037	JUNC_1037	72hpi	14063	14372	+	1	23
1038	JUNC_1038	72hpi	14063	16482	+	1	130
1039	JUNC_1039	72hpi	14064	15996	+	1	17
1040	JUNC_1040	72hpi	14066	14280	+	1	321
1041	JUNC_1041	72hpi	14067	14173	+	1	112
1042	JUNC_1042	72hpi	14067	14341	+	1	40
1043	JUNC_1043	72hpi	14069	14292	-	1	127
1044	JUNC_1044	72hpi	14069	14313	+	1	347
1045	JUNC_1045	72hpi	14069	16336	+,-	3	212
